video_id,video_timestamp,video_duration,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,poi_name,poi_address,poi_city
7410870234019810606,2024-09-04T15:21:58,12,ZM,223200,585,593,1400000,Umm… 🥹😍🤔,False,,lelepons,Lele Pons,,,,,,True,,,
7409423125449821482,2024-08-31T17:45:59,13,ZM,244900,3495,426,4400000,US AFTER EATING 5 🍦🍦🍦🍦🍦 @Hannah Stocking ,False,,lelepons,Lele Pons,,,,,,True,,,
7406525460261260586,2024-08-23T22:21:36,12,US,954400,29000,11200,10100000,Okay entonces envíanos las actas por Whatsapp👍🏼 ,False,,lelepons,Lele Pons,,,,,,True,,,
7402644663674375455,2024-08-13T11:22:10,10,ZM,153500,1256,2400,2800000,ALLÍ ESTOY!!! Nos vemos pronto Miami 🔥❤️🙏🏼,False,,lelepons,Lele Pons,,,,,,True,,,
7402351464611351851,2024-08-12T16:24:23,10,ZM,782200,2915,2011,9200000,How to skip traffic when you’re running late @Charlotte Tilbury #unrealskinfoundation #charlottetilbury #ad ,False,,lelepons,Lele Pons,,,,,,True,,,
7401284059818708266,2024-08-09T19:22:19,13,ZM,311500,2559,2170,3100000,MARIA = MUJER ARRECHA!!! 🇻🇪🔥,False,,lelepons,Lele Pons,,,,,,True,,,
7401186322611719466,2024-08-09T13:03:00,7,ZM,210400,532,1481,3300000,4pm (EST) VAMOS !!!!!,False,,lelepons,Lele Pons,,,,,,True,,,
7398947818213248298,2024-08-03T12:16:32,10,ZM,503500,1632,5077,7000000,¿A quién más deberíamos seguir? 🇻🇪❤️🇻🇪❤️🇻🇪❤️🇻🇪@Carlos_Eduardo_Espina @marko @LA DIVAZA ✨ @karmin @Ssaza Michelle🌈🧞‍♂️ ,False,,lelepons,Lele Pons,,,,,,True,,,
7398281559817686314,2024-08-01T17:11:03,6,ZM,227800,884,4736,3800000,#greenscreen LOS AMO!!! 🇻🇪❤️,False,,lelepons,Lele Pons,,,,,,True,,,
7398196975302102314,2024-08-01T11:42:50,15,ZM,167400,3741,917,2300000,VAMOS EDMUNDO Y MARIA🇻🇪❤️ fueraaaa Maduro,False,,lelepons,Lele Pons,,,,,,True,,,
7397845569177242922,2024-07-31T12:59:12,12,ZM,767400,6114,5143,7700000,MI CANCIÓN FAVORITA DEL DIA ❤️👏🏼🇻🇪,False,,lelepons,Lele Pons,,,,,,True,,,
7403511234533936426,2024-08-15T19:24:52,14,US,3300000,98400,33800,31300000,No me vas a callar !! GANO VENEZUELA 🇻🇪❤️ ,False,,lelepons,Lele Pons,,,,,,True,,,
7397493300871089450,2024-07-30T14:12:12,58,ZM,631100,12000,4537,6500000,Este mensaje es para mis seguidores que no hablan español y para que se informen de lo que esta pasando en Venezuela 🇻🇪 ,False,,lelepons,Lele Pons,,,,,,True,,,
7397963222088682794,2024-07-31T20:35:46,76,ZM,269500,3383,2535,3800000,Replying to @Francesapivetone Sorry for my Italian. Scusa non parlo tanto bene :((( ,False,,lelepons,Lele Pons,,,,,,True,,,
7413874870531984682,2024-09-12T17:41:04,15,US,54200,1923,225,494500,Esa amiga que no puede faltar ninguna fiesta 😂 @LA_SEGURA ,False,,lelepons,Lele Pons,,,,,,True,,,
7413456663950134570,2024-09-11T14:38:15,30,US,82400,159,404,705500,Descubriendo los destinos de lujo de @Dominican Republic !! Can’t wait to be there!!!#TasteTheParadise #TasteDominicanRepublic,True,,lelepons,Lele Pons,,,,,,True,,,
7410870234019810606,2024-09-04T15:21:58,12,ZM,223200,585,593,1400000,Umm… 🥹😍🤔,False,,lelepons,Lele Pons,,,,,,True,,,
7409423125449821482,2024-08-31T17:45:59,13,ZM,244900,3495,426,4400000,US AFTER EATING 5 🍦🍦🍦🍦🍦 @Hannah Stocking ,False,,lelepons,Lele Pons,,,,,,True,,,
7406525460261260586,2024-08-23T22:21:36,12,US,954400,29000,11200,10100000,Okay entonces envíanos las actas por Whatsapp👍🏼 ,False,,lelepons,Lele Pons,,,,,,True,,,
7402644663674375455,2024-08-13T11:22:10,10,ZM,153500,1256,2400,2800000,ALLÍ ESTOY!!! Nos vemos pronto Miami 🔥❤️🙏🏼,False,,lelepons,Lele Pons,,,,,,True,,,
7402351464611351851,2024-08-12T16:24:23,10,ZM,782200,2915,2011,9200000,How to skip traffic when you’re running late @Charlotte Tilbury #unrealskinfoundation #charlottetilbury #ad ,False,,lelepons,Lele Pons,,,,,,True,,,
7401284059818708266,2024-08-09T19:22:19,13,ZM,311500,2559,2170,3100000,MARIA = MUJER ARRECHA!!! 🇻🇪🔥,False,,lelepons,Lele Pons,,,,,,True,,,
7401186322611719466,2024-08-09T13:03:00,7,ZM,210400,532,1481,3300000,4pm (EST) VAMOS !!!!!,False,,lelepons,Lele Pons,,,,,,True,,,
7398947818213248298,2024-08-03T12:16:32,10,ZM,503500,1632,5077,7000000,¿A quién más deberíamos seguir? 🇻🇪❤️🇻🇪❤️🇻🇪❤️🇻🇪@Carlos_Eduardo_Espina @marko @LA DIVAZA ✨ @karmin @Ssaza Michelle🌈🧞‍♂️ ,False,,lelepons,Lele Pons,,,,,,True,,,
7398281559817686314,2024-08-01T17:11:03,6,ZM,227800,884,4736,3800000,#greenscreen LOS AMO!!! 🇻🇪❤️,False,,lelepons,Lele Pons,,,,,,True,,,
7398196975302102314,2024-08-01T11:42:50,15,ZM,167400,3741,917,2300000,VAMOS EDMUNDO Y MARIA🇻🇪❤️ fueraaaa Maduro,False,,lelepons,Lele Pons,,,,,,True,,,
7397845569177242922,2024-07-31T12:59:12,12,ZM,767400,6114,5143,7700000,MI CANCIÓN FAVORITA DEL DIA ❤️👏🏼🇻🇪,False,,lelepons,Lele Pons,,,,,,True,,,
